the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Location,Borough,Date_Insta,POINT_X,POINT_Y,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.93088610898373 40.76606438064655),4,Queens,401,22,36,12,12,21st Street and 31st Drive,Queens,10/01/2019,-73.93088598,40.76606378,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.8971422772349 40.86244468598548),2,Bronx,205,15,78,33,15,Grand Concourse and Fordham Road,Bronx,07/19/2012,-73.89714218,40.86244422,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89669741064223 40.89565006696358),2,Bronx,208,11,81,34,16,Broadway and Van Cortlandt Park  (580' South of 251st Street),Bronx,01/01/2017,-73.8966973,40.89564966,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75115752509802 40.75031972176673),4,Queens,411,23,25,16,6,Horace Harding Expressway Westbound Service Road and Cloverdale Boulevard,Queens,12/10/2019,-73.7511578,40.75031889,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9695658052961 40.619397683340885),3,Brooklyn,312,44,48,22,10,Ocean Parkway and Avenue L,Brooklyn,02/15/2022,-73.96956588,40.61939733,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00468714496164 40.73032085299901),1,Manhattan,102,3,66,27,10,7th Avenue South and Leroy Street,Manhattan,12/21/2019,-74.00468691,40.73032035,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.8258070739225 40.74457745435192),4,Queens,407,20,25,16,6,Main Street and 58th Road,Queens,12/03/2020,-73.82580719,40.74457671,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95832330819344 40.76461734145697),1,Manhattan,108,5,76,28,12,First Avenue and East 67th Street,Manhattan,02/26/2021,-73.95832312,40.76461677,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96221962519034 40.717861820821206),3,Brooklyn,301,33,50,26,12,Wythe Avenue at North 4th Street,Brooklyn,09/21/2020,-73.9622195,40.71786128,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.77892365592835 40.78203914833155),4,Queens,407,19,26,11,3,212th Street between 18th Avenue and 23rd Avenue) (mid-block),Queens,02/20/2020,-73.77892384,40.78203839,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93734074779911 40.66239557605779),3,Brooklyn,309,41,43,20,9,East New York Avenue and Troy Avenue,Brooklyn,10/21/2020,-73.93734078,40.66239509,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9666823810153 40.804167809277935),1,Manhattan,109,7,69,30,10,Broadway at Cathedral Parkway (West 110th Street),Manhattan,01/03/2020,-73.96668217,40.80416733,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94264627117923 40.62480019627458),3,Brooklyn,318,45,41,17,9,Avenue K and East 34th Street,Brooklyn,01/28/2022,-73.94264637,40.62479978,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.86521516128514 40.67538798345472),3,Brooklyn,305,37,60,19,8,South Conduit Boulevard and Grant Avenue,Brooklyn,02/15/2022,-73.86521529,40.67538736,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.85162658443714 40.857325745479706),2,Bronx,211,13,80,34,14,Pelham Parkway and Narragansett Avenue,Bronx,02/27/2019,-73.85162657,40.8573252,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96384392600913 40.80297026590102),1,Manhattan,109,7,69,30,10,Amsterdam Avenue and Cathedral Parkway (West 110th Street),Manhattan,07/22/2021,-73.96384372,40.80296978,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94484692635612 40.79998576689739),1,Manhattan,111,8,68,30,13,Madison Avenue and East 116th Street,Manhattan,02/17/2022,-73.94484676,40.79998525,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.87036789624776 40.673011431873384),3,Brooklyn,305,42,60,19,8,Sutter Avenue and Pine Street,Brooklyn,09/13/2021,-73.87036802,40.67301082,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.74354067631194 40.65970680560097),4,Queens,413,31,31,10,5,Brookville Boulevard and Newhall Avenue,Queens,04/27/2022,-73.743541,40.659706,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.88900735665214 40.67855887887918),3,Brooklyn,305,37,54,18,7,Fulton Street and Barbey Street,Brooklyn,04/28/2021,-73.88900744,40.67855829,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91164237915756 40.74868527167456),4,Queens,402,26,30,12,14,39th Avenue and 52nd Street,Queens,11/10/2021,-73.9116423,40.74868462,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9488313774835 40.81337085422964),1,Manhattan,110,9,70,30,13,8th Avenue and West 130th Street,Manhattan,11/18/2016,-73.9488312,40.81337037,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94134600271228 40.81343866442061),1,Manhattan,110,9,70,30,13,Lenox Avenue and West 134th Street,Manhattan,06/01/2021,-73.94134584,40.81343817,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.90121517985267 40.75390280855484),4,Queens,401,26,34,13,14,Northern Boulevard and 61st Street,Queens,04/03/2020,-73.90121512,40.75390215,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01384100901105 40.713730736346875),1,Manhattan,101,1,66,26,10,Vesey Street between North End Avenue and West Street,Manhattan,09/07/2017,-74.01384081,40.71373029,AE,,1
POINT (-73.79639348723208 40.70953348567952),4,Queens,408,24,24,14,6,Hillside Avenue with Merrick Boulevard and 166th Street,Queens,12/02/2016,-73.7963937,40.70953273,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98441370442521 40.774809509108536),1,Manhattan,107,6,67,27,10,Amsterdam Avenue and West 66th Street,Manhattan,03/15/2020,-73.98441346,40.77480899,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91669058630792 40.6742811380972),3,Brooklyn,316,41,55,25,8,Saratoga Avenue and Bergen Street,Brooklyn,08/28/2020,-73.91669063,40.6742806,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9628588825681 40.612550205175104),3,Brooklyn,314,48,45,17,9,Coney Island Avenue at Avenue O,Brooklyn,07/18/2020,-73.96285898,40.61254985,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.99213844077934 40.75910491464642),1,Manhattan,104,3,75,27,10,9th Avenue and West  43rd Street,Manhattan,06/04/2018,-73.99213818,40.75910437,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92704737415922 40.74413151806601),4,Queens,402,26,37,12,14,Queens Boulevard at 38th Street,Queens,01/07/2020,-73.92704727,40.74413089,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00966518487245 40.64927006823221),3,Brooklyn,307,38,51,25,7,4th Avenue and 45th Street,Brooklyn,10/26/2015,-74.00966515,40.64926973,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97145205506884 40.75774851093357),1,Manhattan,105,4,73,27,12,Lexington Avenue and East 52nd Street,Manhattan,06/26/2012,-73.97145184,40.75774794,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9026790850294 40.67579077298337),3,Brooklyn,305,37,55,18,8,Atlantic Avenue with East New York Avenue and Williams Place,Brooklyn,11/26/2019,-73.90267915,40.67579021,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9551212520707 40.68944542199134),3,Brooklyn,303,36,57,25,8,Bedford Avenue and Lafayette Avenue,Brooklyn,12/02/2016,-73.9551212,40.68944492,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9623696299488 40.66308885468659),3,Brooklyn,309,40,43,21,9,Ocean Avenue and Prospect Park North Entrance (mid-block),Brooklyn,12/13/2018,-73.96236962,40.66308841,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99707721161252 40.72894051725158),1,Manhattan,102,1,66,27,10,West 3rd Street at Wooster Street (1 Washington Square Village),Manhattan,01/30/2020,-73.99707699,40.72894,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99097057422497 40.69254987376708),3,Brooklyn,302,33,52,25,7,Court Street with Remsen and Joralemon Street,Brooklyn,05/25/2013,-73.99097045,40.69254942,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93505891551379 40.75907046949835),4,Queens,401,26,37,12,12,36th Avenue and 23rd Street,Queens,11/21/2013,-73.93505878,40.75906986,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.86357005894264 40.718278622843),4,Queens,406,29,28,15,6,Woodhaven Boulevard and 66th Avenue,Queens,07/03/2019,-73.86357013,40.71827795,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85049914867135 40.85069583782943),2,Bronx,211,13,80,34,14,Morris Park Avenue and Yates Avenue,Bronx,06/14/2021,-73.85049914,40.85069528,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98040158107354 40.64238389529467),3,Brooklyn,312,39,44,21,10,Church Avenue and Dahill Avenue (New York Industries for the Blind),Brooklyn,08/16/2013,-73.98040159,40.64238352,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89256483666486 40.860521982569566),2,Bronx,205,15,78,33,15,Webster Avenue and East 189th Street,Bronx,03/28/2022,-73.8925647485,40.8605215061,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94984568601784 40.798779282863116),1,Manhattan,110,9,68,30,13,West 112th Street between Lenox Avenue and 5th Avenue (mid-block),Manhattan,02/13/2019,-73.94984551,40.79877877,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9497237246091 40.626464095201),3,Brooklyn,314,45,42,17,9,Avenue J and East 27th Street,Brooklyn,08/16/2017,-73.94972381,40.62646369,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.91325086042605 40.69130994872653),3,Brooklyn,304,37,54,18,7,Central Avenue and Jefferson Avenue,Brooklyn,02/25/2021,-73.91325088,40.69130938,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86026102131866 40.89431573059982),2,Bronx,212,11,81,36,16,East 233rd Street and Carpenter Avenue,Bronx,03/28/2017,-73.86026097,40.89431526,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90619023121081 40.75553184938457),4,Queens,401,26,30,13,14,32nd Avenue and 55th Street,Queens,09/07/2021,-73.90619016,40.7555312,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92153993273524 40.716795583908194),4,Queens,405,30,37,12,7,Grand Avenue and 47th Street,Queens,06/25/2021,-73.92153989,40.71679499,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.8195427626486 40.68300264321511),4,Queens,410,28,31,10,5,109th Avenue and 122nd Street,Queens,05/12/2021,-73.81954296,40.68300194,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99278645494452 40.742909919679846),1,Manhattan,105,3,75,28,12,Avenue of the Americas and 23rd Street (Selis Manor),Manhattan,05/25/2004,-73.99278621,40.74290937,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90071864148757 40.90546799196523),2,Bronx,208,11,81,34,16,Mosholu Avenue and Fieldston Road,Bronx,10/28/2021,-73.90071852,40.90546761,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94722435784726 40.83084571182649),1,Manhattan,109,7,71,30,13,Broadway and West 152nd Street,Manhattan,07/22/2019,-73.94722418,40.83084526,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98084224752408 40.68876085168005),3,Brooklyn,302,35,57,25,8,Flatbush Avenue at Fulton Street and Nevins Street,Brooklyn,06/25/2012,-73.98084215,40.68876039,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84094483573719 40.68016588657732),4,Queens,410,32,38,15,8,Rockaway Boulevard and 98th Street,Queens,08/13/2019,-73.840945,40.68016522,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97978985846872 40.734963339627505),1,Manhattan,106,2,74,27,12,1st Avenue and East 20th Street,Manhattan,05/26/2018,-73.97978966,40.73496279,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91544533230974 40.84336740357837),2,Bronx,204,14,77,29,15,Jerome Avenue and Goble Place,Bronx,04/24/2021,-73.91544521,40.84336693,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92646542556376 40.65981454102345),3,Brooklyn,317,41,58,20,9,Winthrop Street and East 91st Street,Brooklyn,10/06/2020,-73.92646548,40.65981404,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95465411218852 40.718693552594516),3,Brooklyn,301,33,50,26,12,Driggs Avenue and North 10th Street,Brooklyn,04/12/2022,-73.954654,40.718693,AE,,3
POINT (-73.94051871788064 40.797260857960396),1,Manhattan,111,8,68,30,13,3rd Avenue and Pedestrian Crossing at East 114th Street,Manhattan,01/30/2017,-73.94051856,40.79726033,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93371052994739 40.739271832140496),4,Queens,402,26,37,12,12,Hunters Point Avenue and 32nd Place,Queens,12/22/2020,-73.93371042,40.73927122,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.99284178504072 40.73007920412489),1,Manhattan,102,1,66,27,12,Broadway and Astor Place,Manhattan,07/18/2018,-73.99284157,40.73007868,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83384943439818 40.87495679797861),2,Bronx,210,12,82,36,16,Baychester Avenue and 200’ South of Donizetti Place (mid-block),Bronx,12/26/2018,-73.833849434,40.874956798,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.96869008105058 40.68200605796329),3,Brooklyn,302,35,57,25,8,Atlantic Avenue and Clermont Avenue,Brooklyn,09/18/2018,-73.96869002,40.68200559,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.70191158836242 40.73871047174645),4,Queens,413,23,33,11,3,Hillside Avenue and 267th Street,Queens,02/04/2021,-73.70191177,40.73870964,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95573234236106 40.822892366023126),1,Manhattan,109,7,70,31,13,Riverside Drive and West 138th Street,Manhattan,05/11/2017,-73.95573215,40.82289191,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95305325972934 40.65608178844175),3,Brooklyn,309,40,43,20,9,Rogers Avenue and Parkside Avenue,Brooklyn,01/27/2022,-73.95305328,40.65608134,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93702521008181 40.8364700047103),1,Manhattan,112,10,72,31,13,Edgecombe Avenue and West 164th Street,Manhattan,03/01/2014,-73.93702505,40.83646955,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89365017911315 40.66322267138555),3,Brooklyn,305,42,60,19,8,Pennsylvania Avenue and Riverdale Avenue,Brooklyn,02/09/2022,-73.89365028,40.66322211,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94334236666506 40.655832424749086),3,Brooklyn,309,40,43,20,9,Clarkson Avenue and Kings County Hospital Entrance (200' West of East 37th Street),Brooklyn,02/04/2022,-73.94335492,40.6558272,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93533333331774 40.60997442698613),3,Brooklyn,318,46,59,22,9,Fillmore Avenue and East 33rd Street,Brooklyn,12/21/2021,-73.93533347,40.60997402,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.76944084692136 40.71197769401616),4,Queens,412,23,29,14,5,Jamaica Avenue and 190th Street,Queens,11/06/2019,-73.76944111,40.7119769,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85951483037496 40.75788059899599),4,Queens,403,21,35,13,14,Northern Boulevard and 110th Street,Queens,05/14/2019,-73.85951486,40.7578799,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85705805852457 40.88174664682489),2,Bronx,212,12,83,36,16,Bronxwood Avenue and East 219th Street,Bronx,02/03/2010,-73.85705802,40.88174615,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97635514023838 40.7948803361747),1,Manhattan,107,6,69,31,10,Riverside Drive and West  94th Street,Manhattan,09/13/2017,-73.97635491,40.79487985,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96282283230651 40.79423726490958),1,Manhattan,107,7,69,30,10,Central Park West and West 100th Street,Manhattan,11/04/2019,-73.96282263,40.79423676,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96796095253316 40.68372683242407),3,Brooklyn,302,35,57,25,8,Fulton Street and Vanderbilt Avenue,Brooklyn,02/09/2022,-73.96796089,40.68372636,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95114954093245 40.81017322741364),1,Manhattan,110,9,70,30,13,Frederick Douglass Boulevard (8th Avenue) and West 125th Street,Manhattan,05/22/2017,-73.95114936,40.81017274,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.8703464154056 40.733693461475),4,Queens,404,25,35,16,6,Queens Boulevard (eastbound) and Woodhaven Boulevard,Queens,04/23/2012,-73.87034645,40.73369278,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.81977928995039 40.75293694161241),4,Queens,407,20,40,16,6,45th Avenue and Union Street,Queens,10/28/2019,-73.81977941,40.75293619,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8666611864845 40.732947514761065),4,Queens,406,29,28,16,6,Horace Harding Expressway Service Road North and 92nd Street,Queens,12/07/2019,-73.86666123,40.73294683,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93845091601305 40.8461925138455),1,Manhattan,112,10,72,31,13,Broadway and West 175th Street,Manhattan,10/31/2016,-73.93845075,40.84619208,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77887086690919 40.713848902548975),4,Queens,412,27,29,11,5,Hillside Avenue and 183rd Street,Queens,05/19/2021,-73.77887111,40.71384812,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99564438373444 40.74409956877021),1,Manhattan,104,3,75,27,12,7th Avenue and West 23rd Street,Manhattan,09/16/2011,-73.99564413,40.74409902,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98636322528519 40.74018483163677),1,Manhattan,105,2,75,28,12,Park Avenue South and East 23rd Street,Manhattan,05/25/2018,-73.986363,40.74018428,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94967742001434 40.67845583168889),3,Brooklyn,308,36,57,25,8,Atlantic Avenue and Nostrand Avenue,Brooklyn,08/29/2019,-73.9496774,40.67845534,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98036385407019 40.64769334505114),3,Brooklyn,307,39,44,21,10,McDonald Avenue and Ft Hamilton Parkway,Brooklyn,01/28/2022,-73.98036385,40.64769296,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.24163848933361 40.504831521232276),5,Staten Island,503,51,62,24,11,Hylan Boulevard and Yetman Avenue,Staten Island,03/10/2020,-74.24163928,40.50483126,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.90584166008195 40.83105820038711),2,Bronx,203,16,79,32,15,3rd Avenue and East 168th Street,Bronx,10/05/2020,-73.90584156,40.83105769,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88643917087997 40.72165203692453),4,Queens,405,30,30,15,6,Eliot Avenue and 72nd Street,Queens,12/07/2016,-73.88643919,40.72165139,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93742171685295 40.733762429063816),4,Queens,402,26,37,12,12,Review Avenue and 37th Street,Queens,08/13/2020,-73.93742161,40.73376183,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.85969036243868 40.86307224315291),2,Bronx,211,13,80,34,14,Mace Avenue and Colden Avenue,Bronx,06/13/2014,-73.85969033,40.86307172,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95429238141953 40.699296090424575),3,Brooklyn,301,33,50,26,7,Flushing Avenue and Warsoff Place,Brooklyn,12/13/2016,-73.95429231,40.69929557,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.94708795790658 40.78424581565034),1,Manhattan,111,8,68,29,13,2nd Avenue and East 96th Street,Manhattan,08/24/2019,-73.94708779,40.78424527,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.95305078265152 40.62365757403834),3,Brooklyn,314,45,48,17,9,Avenue K at East 23rd Street,Brooklyn,06/30/2020,-73.95305087,40.62365718,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95772347192924 40.60579897431854),3,Brooklyn,315,48,45,17,9,Avenue R and East 15th Street,Brooklyn,03/06/2020,-73.95772359,40.60579862,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.89996465480087 40.86801889170195),2,Bronx,207,14,78,33,13,West Kingsbridge Road with Reservoir Avenue and Aqueduct Avenue West,Bronx,12/21/2020,-73.89996455,40.86801844,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82442131513535 40.76099444409321),4,Queens,407,20,40,16,6,Roosevelt Avenue and Bowne Street,Queens,05/12/2021,-73.82442142,40.76099371,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91487168477028 40.851046654864156),2,Bronx,205,14,77,29,15,University Avenue (Martin Luther King Junior Boulevard) and Morton Place,Bronx,03/28/2022,-73.9148715608,40.8510461946,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91398018166785 40.8863756585142),2,Bronx,208,11,81,34,16,Independence Avenue and West 235th Street,Bronx,03/02/2022,-73.9139800457,40.886375264,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98789137344363 40.690469054600875),3,Brooklyn,302,33,52,25,7,Smith Street and Livingston Street,Brooklyn,07/13/2012,-73.98789126,40.6904686,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75294950655245 40.76303099843213),4,Queens,411,19,26,11,3,Northern Boulevard and Alley Pond Environmental Center (750’ East of Cross Island NB),Queens,08/30/2018,-73.752949507,40.763030998,AE,,1
POINT (-73.86254826450721 40.82370287497511),2,Bronx,209,18,85,32,15,Story Avenue at Thieriot Avenue,Bronx,09/02/2020,-73.86254825,40.82370229,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.98862728395464 40.77411557573477),1,Manhattan,107,6,67,31,10,West End Avenue and West 63rd Street,Manhattan,06/04/2019,-73.98862703,40.77411506,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.8620289020318 40.8215092294088),2,Bronx,209,18,85,32,15,Lafayette Avenue and Thieriot Avenue,Bronx,11/17/2021,-73.86202889,40.82150864,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.97932477002985 40.593151725406166),3,Brooklyn,313,47,45,23,11,86th Street between West 8th Street and West 9th Street (mid-block),Brooklyn,12/12/2018,-73.97932489,40.59315144,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.9113835779443 40.7696054869907),4,Queens,401,22,36,12,14,Astoria Boulevard and 38th Street,Queens,01/22/2022,-73.91138349,40.76960487,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93338011203298 40.74092161524412),4,Queens,402,26,37,12,12,48th Avenue and 32nd Place,Queens,04/22/2022,-73.93338,40.740921,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98222597979411 40.773875984298336),1,Manhattan,107,6,67,27,10,Broadway and West 66th Street,Manhattan,08/10/2016,-73.98222574,40.77387546,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98130934045794 40.720710051504476),1,Manhattan,103,2,74,26,12,East Houston Street and Pitt Street,Manhattan,11/14/2018,-73.98130917,40.72070953,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.89108072338145 40.65626223725816),3,Brooklyn,305,42,60,19,8,Stanley Avenue and Georgia Avenue,Brooklyn,11/24/2020,-73.89108084,40.65626168,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.85614790567804 40.71902990324199),4,Queens,406,29,28,15,6,Yellowstone Boulevard and Groton Street,Queens,07/13/2020,-73.85614799,40.71902922,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99548337526838 40.59237940892696),3,Brooklyn,311,43,46,23,11,Shore Parkway and BJ's Driveway (1752 Shore Parkway),Brooklyn,04/22/2021,-73.99548348,40.59237916,AE,,1
POINT (-73.85779434451582 40.679455059059435),4,Queens,410,32,23,12,8,Liberty Avenue and 80th Street S/B,Queens,06/14/2021,-73.85779448,40.67945442,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.95336905990351 40.69940551140496),3,Brooklyn,301,33,50,26,7,Flushing Avenue with Nostrand Avenue and Lee Avenue,Brooklyn,03/02/2021,-73.95336899,40.69940499,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.9510681939446 40.58602552465617),3,Brooklyn,315,48,45,23,9,Voorhies Avenue and East 18th Street,Brooklyn,04/04/2017,-73.95106836,40.58602519,AE,,1
POINT (-73.78589352265963 40.73946256779785),4,Queens,408,23,25,16,6,64th Avenue (North Leg) and 188th Street,Queens,08/18/2021,-73.78589373,40.73946178,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96482474628712 40.79657137751151),1,Manhattan,107,7,69,30,13,Columbus Avenue midblock crossing between West 100th Street and West 104th Street (West 102nd Street),Manhattan,05/16/2018,-73.96482454,40.79657088,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82625228955612 40.774520560812824),4,Queens,407,20,40,11,6,Union Street at 26th Avenue,Queens,07/21/2020,-73.82625238,40.77451985,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86950386142775 40.75722810829807),4,Queens,403,21,35,13,14,Northern Boulevard and 99th Street,Queens,08/10/2020,-73.86950387,40.75722742,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91962862642194 40.743264735233936),4,Queens,402,26,37,12,14,Queens Boulevard and 45th Street,Queens,01/10/2020,-73.91962854,40.7432641,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89149830431906 40.68097116818262),3,Brooklyn,305,37,54,18,7,Jamaica Avenue and Hendrix Street,Brooklyn,09/24/2021,-73.89149838,40.68097058,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92503348458193 40.66073861493929),3,Brooklyn,317,41,58,20,9,Winthrop Street and East 93rd Street,Brooklyn,11/09/2020,-73.92503354,40.66073811,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98573880800652 40.68963165575743),3,Brooklyn,302,33,52,25,8,Livingston Street and Hoyt Street,Brooklyn,05/18/2013,-73.9857387,40.6896312,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7676682879397 40.75690865475008),4,Queens,411,19,25,11,6,Bell Boulevard and 47th Avenue,Queens,10/27/2021,-73.76766852,40.75690785,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96120447205766 40.81678921019155),1,Manhattan,109,7,70,31,13,Riverside Drive North Triangle (Tiemann Stairs),Manhattan,05/17/2018,-73.96120427,40.81678875,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94777250755132 40.63399769129775),3,Brooklyn,314,45,42,21,9,Nostrand Avenue and Glenwood Road,Brooklyn,11/03/2016,-73.94777258,40.63399727,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.88726306924384 40.859528846886576),2,Bronx,206,15,78,34,15,East Fordham Road and Bathgate Avenue,Bronx,01/29/2019,-73.88726299,40.85952836,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85197921799086 40.68256581144064),4,Queens,409,32,38,15,7,Rockaway Boulevard with 101st Avenue and 88th Street,Queens,10/08/2019,-73.85197936,40.68256516,X,AREA OF MINIMAL FLOOD HAZARD,5
